customer_id,first_name,job_industry_category,wealth_segment,owns_car,Age,state,RFM_value
2705,Madalena,Manufacturing,Mass Customer,No,25.0,QLD,444
1942,Abe,Financial Services,High Net Worth,No,34.0,New South Wales,444
2929,Winny,Retail,Mass Customer,No,22.0,QLD,444
2183,Jillie,Manufacturing,Mass Customer,Yes,49.0,QLD,444
3402,Krystyna,Retail,Mass Customer,No,36.0,New South Wales,444
2308,Nancey,Financial Services,Mass Customer,Yes,58.0,Victoria,444
1470,Albie,Financial Services,High Net Worth,Yes,26.0,New South Wales,444
2698,Nedi,Health,High Net Worth,No,47.0,New South Wales,444
799,Harland,IT,Mass Customer,Yes,43.969332992588804,New South Wales,444
2695,Kippy,Manufacturing,Mass Customer,Yes,45.0,New South Wales,444
538,Millicent,Manufacturing,Mass Customer,Yes,65.0,QLD,444
2476,Hal,Property,High Net Worth,No,65.0,QLD,444
144,Jory,IT,Mass Customer,No,43.969332992588804,New South Wales,444
2374,Dolf,Financial Services,Mass Customer,No,28.0,Victoria,444
793,Kissie,Financial Services,High Net Worth,Yes,32.0,New South Wales,444
346,Timmie,Financial Services,Mass Customer,No,40.0,New South Wales,444
151,Donnie,Manufacturing,Mass Customer,Yes,56.0,New South Wales,444
1460,Morley,Financial Services,High Net Worth,Yes,48.0,New South Wales,444
3283,Rowe,Property,Mass Customer,Yes,42.0,New South Wales,444
2369,Averyl,Financial Services,Mass Customer,Yes,25.0,Victoria,444
195,Talyah,Manufacturing,Mass Customer,No,63.0,Victoria,444
310,Myranda,Financial Services,Mass Customer,Yes,36.0,New South Wales,444
124,Kath,Health,High Net Worth,Yes,26.0,Victoria,444
235,Leona,Health,Mass Customer,No,45.0,New South Wales,444
668,Ebony,Health,Mass Customer,No,55.0,New South Wales,444
3315,Ninnette,Property,Mass Customer,Yes,27.0,Victoria,444
239,Wells,Health,Affluent Customer,No,29.0,QLD,444
1313,Hughie,Property,Mass Customer,No,35.0,QLD,444
3074,Tracie,Health,Mass Customer,Yes,52.0,New South Wales,444
3044,Russell,Health,Affluent Customer,Yes,31.0,Victoria,444
1792,Dunstan,Financial Services,Mass Customer,No,33.0,New South Wales,444
1317,Barrett,Retail,Mass Customer,Yes,48.0,QLD,444
3048,Kenon,Manufacturing,Mass Customer,No,52.0,Victoria,444
3337,Brendan,Argiculture,Mass Customer,Yes,45.0,QLD,444
1328,Stavro,IT,Mass Customer,Yes,40.0,Victoria,444
1773,Nickolas,IT,Mass Customer,Yes,43.969332992588804,New South Wales,444
1331,Edward,Telecommunications,High Net Worth,No,34.0,Victoria,444
2301,Ken,Financial Services,Mass Customer,Yes,55.0,QLD,444
1358,Gerome,Health,High Net Worth,No,27.0,Victoria,444
640,Galvin,Entertainment,High Net Worth,Yes,46.0,New South Wales,444
637,Mercy,Health,High Net Worth,No,45.0,New South Wales,444
1357,Waylin,Health,High Net Worth,No,28.0,Victoria,444
1748,Skell,Manufacturing,Mass Customer,Yes,65.0,QLD,444
1346,Woody,Telecommunications,Mass Customer,No,51.0,Victoria,444
234,Mead,Retail,High Net Worth,No,52.0,New South Wales,444
729,Ammamaria,Health,Affluent Customer,No,48.0,Victoria,444
1802,Lizzie,Manufacturing,Mass Customer,No,48.0,QLD,444
2999,Rinaldo,IT,Affluent Customer,Yes,43.969332992588804,Victoria,444
200,Hube,Property,Affluent Customer,Yes,64.0,QLD,444
725,Gage,Health,High Net Worth,Yes,56.0,QLD,444
1396,Sinclair,Financial Services,Mass Customer,No,34.0,Victoria,444
2523,Lauree,Financial Services,Mass Customer,Yes,60.0,QLD,444
1252,Les,Manufacturing,Mass Customer,Yes,56.0,QLD,444
719,Pattin,Retail,Mass Customer,No,68.0,QLD,444
1830,Nathan,Manufacturing,High Net Worth,No,36.0,New South Wales,444
1706,Slade,Financial Services,High Net Worth,Yes,60.0,New South Wales,444
3007,Tudor,Manufacturing,Mass Customer,No,48.0,New South Wales,444
2341,Caterina,IT,Mass Customer,Yes,43.969332992588804,Victoria,444
704,Lindsay,Health,Mass Customer,No,23.0,New South Wales,444
2340,Joachim,Health,Mass Customer,Yes,43.0,QLD,444
2339,Damien,Property,Affluent Customer,Yes,63.0,New South Wales,444
298,Maurise,Manufacturing,High Net Worth,No,65.0,Victoria,444
3086,Pieter,IT,High Net Worth,No,43.969332992588804,QLD,444
605,Bart,Manufacturing,Mass Customer,Yes,49.0,New South Wales,444
695,Kevan,Health,High Net Worth,No,44.0,New South Wales,444
1722,Fritz,Financial Services,Mass Customer,No,58.0,New South Wales,444
2606,Addi,Manufacturing,High Net Worth,No,43.0,New South Wales,444
2603,Mercy,Financial Services,High Net Worth,No,59.0,Victoria,444
1726,Mariette,Financial Services,High Net Worth,No,48.0,New South Wales,444
1291,Warner,Health,Mass Customer,No,41.0,QLD,444
3080,Christoforo,Financial Services,High Net Worth,No,63.0,Victoria,444
2335,Payton,IT,Mass Customer,No,43.969332992588804,New South Wales,444
2379,Trixie,Health,Affluent Customer,Yes,40.0,New South Wales,444
2937,Belia,Financial Services,Mass Customer,No,47.0,Victoria,444
2013,Marge,Health,Affluent Customer,Yes,26.0,New South Wales,444
52,Curran,Financial Services,Mass Customer,Yes,33.0,New South Wales,444
2851,Ulberto,Entertainment,Affluent Customer,Yes,46.0,New South Wales,444
2109,Grazia,Health,High Net Worth,Yes,56.0,New South Wales,444
1558,Oberon,Financial Services,Affluent Customer,No,30.0,New South Wales,444
2111,Ellis,Property,Affluent Customer,Yes,48.0,New South Wales,444
906,Cammy,Financial Services,High Net Worth,Yes,23.0,Victoria,444
820,Cecilia,Financial Services,High Net Worth,No,44.0,New South Wales,444
902,Selene,Retail,Mass Customer,No,32.0,New South Wales,444
2856,Milissent,Financial Services,Mass Customer,Yes,45.0,New South Wales,444
3202,Garry,Financial Services,Mass Customer,Yes,27.0,New South Wales,444
2859,Brandais,Argiculture,High Net Worth,No,27.0,QLD,444
1000,Paulie,Financial Services,Mass Customer,No,43.0,Victoria,444
3217,Lorena,Manufacturing,Mass Customer,No,53.0,New South Wales,444
3251,Cammie,Financial Services,High Net Worth,Yes,45.0,New South Wales,444
995,Urbano,Health,Mass Customer,Yes,56.0,QLD,444
973,Annabella,Health,High Net Worth,No,42.0,Victoria,444
1068,Frazer,Health,Mass Customer,Yes,26.0,New South Wales,444
2816,Denys,Financial Services,Mass Customer,Yes,32.0,QLD,444
2060,Constancia,Financial Services,Mass Customer,No,62.0,Victoria,444
2120,Clare,Manufacturing,Mass Customer,No,24.0,New South Wales,444
3232,Rose,Financial Services,Mass Customer,Yes,28.0,Victoria,444
2836,Matilda,Health,Mass Customer,No,58.0,New South Wales,444
946,Bettina,Manufacturing,High Net Worth,No,60.0,New South Wales,444
25,Geoff,Financial Services,Mass Customer,Yes,45.0,QLD,444
2055,Harmon,Retail,High Net Worth,No,41.0,New South Wales,444
3470,Catherina,Health,Affluent Customer,Yes,54.0,Victoria,444
37,Laurie,Health,High Net Worth,No,36.0,QLD,444
934,Marcellus,Manufacturing,Mass Customer,No,25.0,New South Wales,444
2029,Charlie,Manufacturing,Mass Customer,No,29.0,QLD,444
2791,Dew,Financial Services,Mass Customer,No,33.0,New South Wales,444
925,Nicko,Manufacturing,Affluent Customer,No,43.0,New South Wales,444
2103,Jayme,Financial Services,Affluent Customer,No,46.0,New South Wales,444
2762,Rozamond,Manufacturing,Mass Customer,No,29.0,Victoria,444
2761,Agathe,Financial Services,Mass Customer,No,60.0,New South Wales,444
2033,Mar,Health,High Net Worth,No,50.0,New South Wales,444
2794,Megen,Health,Mass Customer,Yes,46.0,New South Wales,444
2865,Lila,Manufacturing,High Net Worth,No,24.0,New South Wales,444
886,Dawna,Health,Mass Customer,No,47.0,New South Wales,444
3262,Maynord,Entertainment,Mass Customer,No,62.0,QLD,444
2386,Adrianne,Financial Services,Mass Customer,No,24.0,New South Wales,444
2418,Elspeth,Property,Mass Customer,Yes,51.0,Victoria,444
2728,Imojean,IT,High Net Worth,No,62.0,Victoria,444
2458,Leilah,Manufacturing,High Net Worth,Yes,57.0,New South Wales,444
1506,Andonis,Property,Mass Customer,No,63.0,New South Wales,444
983,Shaylyn,IT,Affluent Customer,No,43.969332992588804,New South Wales,444
2464,Cleve,Retail,Mass Customer,No,38.0,New South Wales,444
2152,Junina,Manufacturing,Mass Customer,Yes,53.0,Victoria,444
2914,Jessamine,Health,Affluent Customer,Yes,39.0,New South Wales,444
3433,Karissa,Property,Mass Customer,No,23.0,Victoria,444
3169,Maxim,IT,Mass Customer,Yes,57.0,Victoria,444
3420,Norby,Financial Services,Mass Customer,Yes,41.0,QLD,444
3225,Durante,Health,Mass Customer,Yes,41.0,New South Wales,444
498,Emmalee,Manufacturing,High Net Worth,Yes,43.0,New South Wales,444
3223,Tiffi,IT,Mass Customer,Yes,43.969332992588804,New South Wales,444
117,Nance,Manufacturing,Mass Customer,No,39.0,QLD,444
3157,Hurlee,Retail,Mass Customer,Yes,24.0,New South Wales,444
2165,Marlie,Manufacturing,Affluent Customer,No,43.969332992588804,Victoria,444
515,Winna,IT,High Net Worth,No,32.0,New South Wales,444
99,Reggie,Financial Services,Mass Customer,No,23.0,New South Wales,444
377,Levy,Argiculture,Mass Customer,No,22.0,New South Wales,444
1625,Caryl,Property,Mass Customer,Yes,44.0,New South Wales,444
2391,Corny,Health,Mass Customer,No,60.0,QLD,444
975,Goldarina,IT,Mass Customer,No,43.969332992588804,New South Wales,444
3191,Bobbette,Financial Services,Affluent Customer,Yes,62.0,QLD,444
1076,Siegfried,Health,Affluent Customer,No,21.0,New South Wales,444
2737,Andras,Retail,Mass Customer,Yes,23.0,New South Wales,444
1530,Alexandr,Health,Mass Customer,Yes,45.0,New South Wales,444
1084,Serena,Retail,Affluent Customer,No,27.0,New South Wales,444
2879,Tatum,Argiculture,Mass Customer,Yes,47.0,Victoria,444
1086,Ezechiel,Property,Mass Customer,Yes,32.0,Victoria,444
2072,Margie,Financial Services,Mass Customer,Yes,61.0,Victoria,444
2130,Evangelina,Property,High Net Worth,Yes,31.0,New South Wales,444
1091,Keith,Health,Mass Customer,No,41.0,Victoria,444
1578,Andreas,Health,High Net Worth,Yes,43.0,New South Wales,444
89,Benedicto,Health,Mass Customer,Yes,54.0,New South Wales,444
1991,Tobe,Health,Mass Customer,Yes,28.0,New South Wales,444
91,Dylan,Financial Services,Affluent Customer,Yes,66.0,New South Wales,444
3256,Collen,Financial Services,Affluent Customer,No,35.0,QLD,444
1629,Edsel,Financial Services,Mass Customer,No,47.0,QLD,444
1740,Faythe,IT,Mass Customer,Yes,43.969332992588804,Victoria,443
1745,Leigha,Financial Services,Mass Customer,Yes,66.0,QLD,443
1577,Diannne,Manufacturing,High Net Worth,No,45.0,New South Wales,443
1367,Fredrika,Retail,Mass Customer,No,48.0,Victoria,443
433,Reinhard,Property,Affluent Customer,No,57.0,Victoria,443
1353,Phebe,Health,Mass Customer,Yes,41.0,Victoria,443
2318,Willa,Manufacturing,Mass Customer,Yes,33.0,Victoria,443
359,Dulcine,Manufacturing,Affluent Customer,Yes,63.0,New South Wales,443
611,Otto,Manufacturing,Mass Customer,Yes,35.0,QLD,443
1600,Priscella,Financial Services,High Net Worth,No,36.0,QLD,443
3151,Thorn,IT,Affluent Customer,Yes,43.969332992588804,QLD,443
1478,Fulton,Financial Services,High Net Worth,No,29.0,New South Wales,443
368,Lacee,Financial Services,High Net Worth,No,35.0,QLD,443
2372,Jim,Health,Affluent Customer,No,44.0,Victoria,443
1511,Yves,Financial Services,Mass Customer,No,31.0,New South Wales,443
2358,Ave,Retail,High Net Worth,Yes,62.0,QLD,443
1519,Marwin,Telecommunications,High Net Worth,Yes,20.0,New South Wales,443
2498,Rosana,Retail,High Net Worth,No,43.0,New South Wales,443
318,Libbie,Retail,Affluent Customer,Yes,52.0,New South Wales,443
3300,Quintus,Retail,Mass Customer,No,60.0,New South Wales,443
3112,Terri,Retail,High Net Worth,Yes,20.0,Victoria,443
2505,Myrah,Financial Services,High Net Worth,No,41.0,New South Wales,443
1407,Tamarah,Manufacturing,Mass Customer,Yes,41.0,Victoria,443
1545,Carver,Health,Mass Customer,Yes,44.0,Victoria,443
307,Ruben,Health,Affluent Customer,Yes,37.0,Victoria,443
1390,Christyna,Retail,High Net Worth,Yes,21.0,Victoria,443
2530,Engracia,Property,Mass Customer,Yes,61.0,New South Wales,443
2531,Brendan,Property,High Net Worth,Yes,40.0,New South Wales,443
1713,Jennica,Retail,High Net Worth,Yes,33.0,Victoria,443
3241,Milt,Manufacturing,Mass Customer,Yes,42.0,QLD,443
1721,Delcine,Financial Services,High Net Worth,No,41.0,QLD,443
443,Lauree,Argiculture,High Net Worth,Yes,49.0,QLD,443
442,Linc,Financial Services,Mass Customer,No,20.0,QLD,443
3077,Emelen,Manufacturing,Affluent Customer,No,21.0,New South Wales,443
1549,Vikki,Financial Services,Affluent Customer,Yes,24.0,New South Wales,443
1,Laraine,Health,Mass Customer,Yes,68.0,New South Wales,443
789,Gabrielle,Manufacturing,Affluent Customer,Yes,43.0,New South Wales,443
110,Sascha,Financial Services,Affluent Customer,No,21.0,Victoria,443
835,Zachary,Manufacturing,Mass Customer,Yes,53.0,New South Wales,443
115,Alberik,Health,Mass Customer,No,40.0,Victoria,443
1953,Luisa,Financial Services,High Net Worth,No,43.0,Victoria,443
1950,Berne,Manufacturing,Affluent Customer,Yes,58.0,New South Wales,443
142,Bentley,Health,Affluent Customer,No,54.0,Victoria,443
796,Ira,Financial Services,Mass Customer,No,24.0,Victoria,443
3395,Sigmund,Financial Services,Mass Customer,No,28.0,Victoria,443
786,Francklin,Financial Services,Affluent Customer,No,36.0,New South Wales,443
1165,Fanni,Financial Services,High Net Worth,No,28.0,New South Wales,443
2680,Noella,Financial Services,Mass Customer,Yes,62.0,Victoria,443
2647,Marcelia,IT,High Net Worth,No,43.969332992588804,New South Wales,443
1217,Dulcinea,Manufacturing,High Net Worth,No,53.0,New South Wales,443
2990,Brice,Argiculture,High Net Worth,No,43.0,New South Wales,443
185,Crosby,Property,Mass Customer,Yes,42.0,New South Wales,443
3427,Mace,Financial Services,Mass Customer,Yes,40.0,New South Wales,443
1970,Carl,Manufacturing,Mass Customer,No,39.0,Victoria,443
856,Peyton,Financial Services,Mass Customer,Yes,33.0,Victoria,443
1054,Natal,Manufacturing,Mass Customer,Yes,38.0,New South Wales,443
3495,Constantine,Financial Services,High Net Worth,No,34.0,New South Wales,443
993,Reine,Argiculture,High Net Worth,No,44.0,New South Wales,443
2082,Sybyl,Health,Affluent Customer,Yes,42.0,New South Wales,443
2088,Ernie,Financial Services,Mass Customer,Yes,52.0,QLD,443
2796,Margette,Manufacturing,Mass Customer,No,44.0,New South Wales,443
1014,Miller,Property,Mass Customer,Yes,61.0,New South Wales,443
1098,Maure,Financial Services,Mass Customer,Yes,32.0,New South Wales,443
908,Carry,Financial Services,Affluent Customer,Yes,41.0,Victoria,443
903,Hewe,Financial Services,Mass Customer,No,60.0,QLD,443
2751,Cordell,Retail,High Net Worth,Yes,42.0,QLD,443
76,Rea,Retail,High Net Worth,Yes,43.0,QLD,443
2732,Clarine,Health,Mass Customer,No,60.0,Victoria,443
1990,Mira,Financial Services,High Net Worth,No,43.969332992588804,New South Wales,443
1824,Robbie,Manufacturing,Affluent Customer,Yes,62.0,Victoria,443
723,Madelina,Health,Mass Customer,Yes,58.0,New South Wales,443
3013,Lorain,Property,High Net Worth,No,53.0,QLD,443
215,Debera,Retail,High Net Worth,Yes,47.0,QLD,443
2611,Aeriel,Financial Services,Affluent Customer,No,30.0,New South Wales,443
1274,Emmerich,Manufacturing,Mass Customer,No,44.0,QLD,443
2621,Moreen,Entertainment,High Net Worth,No,47.0,New South Wales,443
2622,Natty,Financial Services,Mass Customer,No,42.0,QLD,443
1318,Barbe,Financial Services,Mass Customer,Yes,55.0,QLD,443
656,Marty,Manufacturing,High Net Worth,Yes,43.0,Victoria,443
1798,Eunice,Manufacturing,High Net Worth,Yes,21.0,Victoria,443
260,Farand,Health,High Net Worth,Yes,42.0,QLD,443
1760,Kelsy,Health,High Net Worth,No,55.0,Victoria,443
2633,Shayla,Property,Mass Customer,Yes,52.0,New South Wales,443
3335,Damian,Health,Mass Customer,No,42.0,QLD,443
1763,Suzie,Manufacturing,Affluent Customer,Yes,27.0,Victoria,443
652,Edee,Financial Services,High Net Worth,Yes,25.0,Victoria,442
2730,Taddeo,Financial Services,Mass Customer,No,61.0,QLD,442
116,Scottie,Manufacturing,Affluent Customer,Yes,22.0,New South Wales,442
1221,Byrom,Health,High Net Worth,Yes,26.0,New South Wales,442
3088,Hilarius,Retail,Affluent Customer,Yes,47.0,New South Wales,442
990,Melissa,Manufacturing,Mass Customer,Yes,45.0,New South Wales,442
1104,Jewelle,Retail,Mass Customer,No,62.0,New South Wales,442
2607,Laurent,Health,Affluent Customer,Yes,29.0,Victoria,442
3183,Craig,Health,Mass Customer,No,47.0,Victoria,442
1515,Dietrich,Manufacturing,Mass Customer,Yes,31.0,New South Wales,442
440,Sheena,Telecommunications,Mass Customer,No,44.0,New South Wales,442
1301,Trix,Health,Mass Customer,No,30.0,QLD,442
86,Job,Health,High Net Worth,Yes,32.0,New South Wales,442
1996,Filmer,Manufacturing,Mass Customer,No,36.0,QLD,442
1999,Raquel,Manufacturing,Mass Customer,Yes,59.0,QLD,442
3154,Angil,Telecommunications,Mass Customer,Yes,64.0,New South Wales,442
470,Darbee,Retail,Mass Customer,No,20.0,New South Wales,442
2009,Neilla,Health,Affluent Customer,Yes,61.0,New South Wales,442
1315,Ebba,IT,Mass Customer,Yes,48.0,Victoria,442
955,Teresina,Health,Mass Customer,Yes,32.0,New South Wales,442
2559,Fulvia,Entertainment,High Net Worth,No,52.0,New South Wales,442
338,Hilliary,Health,Mass Customer,No,63.0,Victoria,442
1702,Bryn,Health,Mass Customer,No,65.0,New South Wales,442
2479,Helge,Retail,Mass Customer,No,25.0,Victoria,442
1914,Clyve,Financial Services,Mass Customer,No,53.0,QLD,442
2958,Regan,Manufacturing,Affluent Customer,Yes,46.0,New South Wales,442
2251,Leslie,Property,High Net Worth,No,62.0,Victoria,442
1758,Helli,Argiculture,Mass Customer,Yes,50.0,New South Wales,442
2672,Talbert,Health,Affluent Customer,No,35.0,New South Wales,442
172,Hilton,Manufacturing,Affluent Customer,Yes,33.0,Victoria,442
1690,Torey,Health,Affluent Customer,Yes,33.0,New South Wales,442
328,Bernice,Manufacturing,Mass Customer,No,30.0,Victoria,442
1134,Sullivan,Financial Services,Affluent Customer,No,27.0,New South Wales,442
2935,Jessi,Manufacturing,Mass Customer,No,43.0,New South Wales,442
217,Jeralee,Manufacturing,High Net Worth,No,42.0,New South Wales,442
776,Stanley,Financial Services,High Net Worth,No,41.0,QLD,442
1467,Alysia,Manufacturing,Mass Customer,Yes,46.0,New South Wales,442
56,Reese,Property,Mass Customer,Yes,25.0,New South Wales,441
398,Randee,Retail,Affluent Customer,No,52.0,Victoria,441
1207,Mabel,Health,Mass Customer,No,24.0,New South Wales,441
576,Bart,Retail,Mass Customer,Yes,44.0,New South Wales,434
772,Lorianna,Entertainment,Mass Customer,No,23.0,New South Wales,434
3105,Bryn,Health,Mass Customer,No,56.0,QLD,434
2831,Starlin,Health,Mass Customer,Yes,53.0,New South Wales,434
2808,Preston,Financial Services,Mass Customer,Yes,20.0,New South Wales,434
918,Mahmud,Health,High Net Worth,No,46.0,Victoria,434
1586,Madelena,Manufacturing,High Net Worth,No,36.0,New South Wales,434
1184,Auberta,Health,Mass Customer,No,53.0,New South Wales,434
2555,Brad,Health,Affluent Customer,No,45.0,New South Wales,434
513,Kienan,IT,Mass Customer,No,43.969332992588804,Victoria,434
829,Byran,Financial Services,High Net Worth,Yes,20.0,Victoria,434
1123,Dominick,Property,Mass Customer,No,59.0,New South Wales,434
703,Ethelda,Property,Mass Customer,No,55.0,New South Wales,434
1471,Berri,Financial Services,Mass Customer,No,43.0,New South Wales,434
3016,Forster,Financial Services,High Net Worth,No,36.0,New South Wales,434
2536,Aigneis,Health,Mass Customer,Yes,57.0,New South Wales,434
533,Conny,Retail,Mass Customer,No,40.0,New South Wales,434
3181,Ferd,Financial Services,High Net Worth,No,45.0,New South Wales,434
2947,Standford,Manufacturing,Mass Customer,No,44.0,QLD,434
2892,Paulie,Manufacturing,Affluent Customer,Yes,56.0,New South Wales,434
3012,Devland,IT,Mass Customer,Yes,43.969332992588804,Victoria,434
1589,Walker,Health,Mass Customer,Yes,32.0,New South Wales,434
2597,Carita,Manufacturing,High Net Worth,Yes,41.0,QLD,434
2623,Zackariah,Property,Mass Customer,Yes,39.0,New South Wales,434
1303,Nollie,Argiculture,Mass Customer,No,49.0,QLD,434
2961,Merv,Health,Mass Customer,Yes,46.0,Victoria,434
1378,Ellie,Property,Affluent Customer,Yes,43.0,Victoria,434
545,Alecia,Health,Mass Customer,Yes,43.0,New South Wales,434
1306,Doyle,Health,Affluent Customer,Yes,65.0,QLD,434
2712,Carissa,Manufacturing,High Net Worth,Yes,34.0,New South Wales,434
2805,Laverna,Manufacturing,High Net Worth,No,29.0,New South Wales,434
2195,Nevsa,Financial Services,Affluent Customer,Yes,34.0,QLD,434
2057,Elianora,Manufacturing,Affluent Customer,Yes,62.0,Victoria,434
2053,Horatius,Financial Services,Affluent Customer,Yes,43.0,QLD,434
3255,Sutherlan,IT,High Net Worth,No,43.969332992588804,Victoria,434
374,Valdemar,Financial Services,Mass Customer,Yes,29.0,Victoria,434
2044,Leyla,Health,Mass Customer,Yes,23.0,New South Wales,434
371,Pernell,Financial Services,Mass Customer,No,67.0,Victoria,434
40,Tomasine,Manufacturing,Affluent Customer,No,40.0,New South Wales,434
3467,Killy,IT,Mass Customer,No,41.0,QLD,434
363,Sabrina,Retail,Mass Customer,Yes,33.0,New South Wales,434
360,Atalanta,Property,Mass Customer,Yes,65.0,New South Wales,434
1926,Stefano,Financial Services,High Net Worth,Yes,64.0,QLD,434
2022,Mortimer,IT,Affluent Customer,No,39.0,New South Wales,434
2377,Kristien,IT,High Net Worth,No,23.0,Victoria,434
2017,Ezri,Financial Services,Affluent Customer,Yes,26.0,New South Wales,434
220,Jeniffer,Manufacturing,High Net Worth,No,67.0,Victoria,434
62,Sorcha,IT,Mass Customer,Yes,42.0,New South Wales,434
3307,Portia,Health,High Net Worth,No,43.0,QLD,434
2005,Marina,Manufacturing,High Net Worth,No,43.0,Victoria,434
2345,Arden,Retail,Affluent Customer,Yes,35.0,QLD,434
3298,Christine,IT,Affluent Customer,Yes,43.969332992588804,Victoria,434
21,Mile,Manufacturing,Affluent Customer,Yes,41.0,New South Wales,434
312,Garek,Financial Services,Affluent Customer,Yes,63.0,New South Wales,434
1860,Holly-anne,Manufacturing,Mass Customer,Yes,45.0,QLD,434
1594,Rolando,Property,Mass Customer,No,40.0,New South Wales,434
189,Umberto,Financial Services,Affluent Customer,No,40.0,Victoria,434
1787,Tull,Retail,High Net Worth,Yes,45.0,Victoria,434
1602,Shamus,Retail,Mass Customer,No,42.0,New South Wales,434
1663,Analiese,Property,High Net Worth,Yes,43.0,New South Wales,433
1668,Aurlie,Financial Services,Mass Customer,No,56.0,New South Wales,433
2114,Erick,Argiculture,High Net Worth,No,67.0,New South Wales,433
285,Julee,Manufacturing,Mass Customer,No,44.0,New South Wales,433
290,Giorgio,IT,Mass Customer,No,43.969332992588804,New South Wales,433
2012,Maisey,Health,High Net Worth,No,49.0,New South Wales,433
3356,Dill,Financial Services,Mass Customer,Yes,62.0,Victoria,433
3227,Costa,Manufacturing,Affluent Customer,No,26.0,Victoria,433
2676,Stinky,Retail,Mass Customer,Yes,64.0,QLD,433
2282,Dominic,Financial Services,Affluent Customer,Yes,64.0,Victoria,433
2092,Stavros,Manufacturing,High Net Worth,No,44.0,Victoria,433
1143,Goraud,Health,Mass Customer,Yes,66.0,New South Wales,433
1872,Leif,Manufacturing,Mass Customer,Yes,48.0,New South Wales,433
53,Agnella,Financial Services,Mass Customer,No,67.0,QLD,433
2378,Aggi,Manufacturing,Affluent Customer,No,27.0,New South Wales,433
2995,Garvin,Health,Mass Customer,Yes,24.0,New South Wales,433
517,Iona,Property,Mass Customer,Yes,36.0,New South Wales,433
2550,Dionysus,Health,Mass Customer,Yes,24.0,Victoria,433
2325,Emmett,Retail,High Net Worth,Yes,57.0,Victoria,433
134,Merna,Telecommunications,Affluent Customer,Yes,24.0,New South Wales,433
511,Theo,Health,High Net Worth,No,39.0,New South Wales,433
1052,Dela,Financial Services,High Net Worth,No,35.0,Victoria,433
70,Foster,Financial Services,Affluent Customer,No,28.0,New South Wales,433
1453,Ahmed,Health,High Net Worth,No,44.0,New South Wales,433
3084,Birgit,Financial Services,Affluent Customer,Yes,62.0,QLD,433
1972,Obed,IT,Mass Customer,Yes,32.0,New South Wales,433
1994,Gray,Manufacturing,High Net Worth,No,35.0,Victoria,433
1413,Vi,Financial Services,Mass Customer,No,23.0,New South Wales,433
3445,Craggy,Financial Services,Affluent Customer,Yes,55.0,Victoria,433
1918,Devin,IT,Affluent Customer,No,43.969332992588804,New South Wales,433
3114,Judah,IT,Mass Customer,Yes,47.0,New South Wales,433
858,Barby,Financial Services,High Net Worth,Yes,41.0,QLD,433
188,Audry,Property,High Net Worth,Yes,46.0,New South Wales,433
572,Clementius,Health,High Net Worth,Yes,54.0,Victoria,433
224,Morgun,Financial Services,Affluent Customer,No,54.0,New South Wales,433
693,Bambi,Financial Services,Affluent Customer,Yes,51.0,QLD,433
